"","SpecimenAccession","SpecimenBarcode","DeterminationCalcFullName","Collectors","CollectorNumber","Day","Month","Year","Accounted.for","Buds","Flowers","Fruits","Notes","Percent.Buds","Percent.Flowers","Percent.Fruit","doy","spClean","cult","hyb"
"94030","94030","0045076MOR","Cornus foemina subsp. racemosa","Shimp, E","3688V90",19,7,1990,"Yes",13,49,82,NA,9.027777778,34.02777778,56.94444444,200,"Cornus foemina",FALSE,FALSE
"95818","95818","0045074MOR","Cornus foemina subsp. racemosa","Shimp, E","4006V90",28,8,1990,"Yes",0,0,37,NA,0,0,100,240,"Cornus foemina",FALSE,FALSE
"96086","96086","0056914MOR","Cornus foemina subsp. racemosa","Shimp, E","4020v90",28,8,1990,"Yes",0,0,68,NA,0,0,100,240,"Cornus foemina",FALSE,FALSE
"139507","139507","0045069MOR","Cornus foemina subsp. racemosa","Rossi, E","311.0",18,6,1990,"Yes",4,55,58,NA,3.418803419,47.00854701,49.57264957,169,"Cornus foemina",FALSE,FALSE
"142774","142774","0045070MOR","Cornus foemina subsp. racemosa","Packard, S","8504V98",8,6,1998,"Yes",9,271,53,NA,2.702702703,81.38138138,15.91591592,159,"Cornus foemina",FALSE,FALSE
"143070","143070","0045068MOR","Cornus foemina subsp. racemosa","DeMink, L","s.n.",5,8,1998,"Yes",0,0,17,NA,0,0,100,217,"Cornus foemina",FALSE,FALSE
"150800","150800","0045066MOR","Cornus foemina subsp. racemosa","Cooke, A","68.0",27,5,1939,"Yes",0,0,2,NA,0,0,100,147,"Cornus foemina",FALSE,FALSE
"156018","156018","0042333MOR","Cornus foemina subsp. racemosa","Allen, K","9613V02",6,8,2002,"Yes",0,0,20,NA,0,0,100,218,"Cornus foemina",FALSE,FALSE
"159698","159698","0051543MOR","Cornus foemina subsp. racemosa","Packard, S","10179V05",6,6,2005,"Yes",9,414,27,NA,2,92,6,157,"Cornus foemina",FALSE,FALSE
"168394","168394","0054487MOR","Cornus foemina subsp. racemosa","Spencer, L","11808v09",8,9,2009,"Yes",0,0,6,NA,0,0,100,251,"Cornus foemina",FALSE,FALSE
"168949","168949","0054501MOR","Cornus foemina subsp. racemosa","Potenberg, K","11809v09",24,8,2009,"Yes",0,0,23,NA,0,0,100,236,"Cornus foemina",FALSE,FALSE
"169810","169810","0055236MOR","Cornus foemina subsp. racemosa","Potenberg, K","11717v09",21,7,2009,"Yes",0,0,50,NA,0,0,100,202,"Cornus foemina",FALSE,FALSE
"172332","172332","0057348MOR","Cornus foemina subsp. racemosa","Means, E","13080v11",4,8,2011,"Yes",0,0,8,NA,0,0,100,216,"Cornus foemina",FALSE,FALSE
"172503","172503","0057464MOR","Cornus foemina subsp. racemosa","Beck, J","13082v11",4,8,2011,"Yes",0,0,2,NA,0,0,100,216,"Cornus foemina",FALSE,FALSE
"174249","174249","0059382MOR","Cornus foemina subsp. racemosa","Sherman, L","13464v12",22,5,2012,"Yes",165,150,0,NA,52.38095238,47.61904762,0,143,"Cornus foemina",FALSE,FALSE
"182770","182770","0090970MOR","Cornus kousa 'Greensleeves'","Reilly, S","14895v16",6,6,2016,"Yes",31,32,6,NA,44.92753623,46.37681159,8.695652174,158,"Cornus kousa",TRUE,FALSE
"191189","191189","0102853MOR","Cornus kousa 'Greensleeves'","Nowicki, B","18092v23",28,8,2023,"Yes",0,0,164,NA,0,0,100,240,"Cornus kousa",TRUE,FALSE
"164225","164225","0053068MOR","Cornus kousa 'Satomi'","Packard, S","10619v07",23,7,2007,"Yes",0,0,109,NA,0,0,100,204,"Cornus kousa",TRUE,FALSE
"6531","6531","0045136MOR","Cornus kousa F.Buerger ex Hance","Kammerer, E","s.n.",19,6,1964,"Yes",0,0,26,NA,0,0,100,171,"Cornus kousa",FALSE,FALSE
"159775","159775","0050121MOR","Cornus kousa F.Buerger ex Hance","Means, E","10375V06",10,7,2006,"Yes",0,0,174,NA,0,0,100,191,"Cornus kousa",FALSE,FALSE
"163553","163553","0052829MOR","Cornus kousa F.Buerger ex Hance","Glaysher, L","10517V07",30,5,2007,"Yes",11,32,0,NA,25.58139535,74.41860465,0,150,"Cornus kousa",FALSE,FALSE
"167331","167331","0054393MOR","Cornus kousa F.Buerger ex Hance","Beck, J","10993v08",28,5,2008,"Yes",93,0,0,NA,100,0,0,149,"Cornus kousa",FALSE,FALSE
"167350","167350","0054617MOR","Cornus kousa F.Buerger ex Hance","Packard, S","11040v08",16,6,2008,"Yes",52,49,49,NA,34.66666667,32.66666667,32.66666667,168,"Cornus kousa",FALSE,FALSE
"168000","168000","0052136MOR","Cornus kousa F.Buerger ex Hance","Glaysher, L","11422v08",16,10,2008,"Yes",0,0,20,NA,0,0,100,290,"Cornus kousa",FALSE,FALSE
"169156","169156","0055175MOR","Cornus kousa F.Buerger ex Hance","Means, E","11838v09",3,9,2009,"Yes",0,0,77,NA,0,0,100,246,"Cornus kousa",FALSE,FALSE
"169860","169860","0055342MOR","Cornus kousa F.Buerger ex Hance","Packard, S","11414v08",13,10,2008,"Yes",0,0,46,NA,0,0,100,287,"Cornus kousa",FALSE,FALSE
"171130","171130","0056200MOR","Cornus kousa F.Buerger ex Hance","Connolly, G","12268v10",1,6,2010,"Yes",34,115,0,NA,22.81879195,77.18120805,0,152,"Cornus kousa",FALSE,FALSE
"171154","171154","0056224MOR","Cornus kousa F.Buerger ex Hance","Sherman, L","12217v10",18,5,2010,"Yes",162,0,0,NA,100,0,0,138,"Cornus kousa",FALSE,FALSE
"173996","173996","0059023MOR","Cornus kousa F.Buerger ex Hance","Sachdev, S","13420v12",9,5,2012,"Yes",55,0,0,NA,100,0,0,130,"Cornus kousa",FALSE,FALSE
"175467","175467","0060977MOR","Cornus kousa F.Buerger ex Hance","Kubic, C","13583v12",12,9,2012,"Yes",0,0,219,NA,0,0,100,256,"Cornus kousa",FALSE,FALSE
"190837","190837","0102553MOR","Cornus kousa F.Buerger ex Hance","Potenberg, K","17941v23",8,6,2023,"Yes",0,36,87,NA,0,29.26829268,70.73170732,159,"Cornus kousa",FALSE,FALSE
"186481","186481","0091076MOR","Cornus kousa var. chinensis 'Milky Way'","Nowicki, B","15822v18",18,6,2018,"Yes",0,11,129,NA,0,7.857142857,92.14285714,169,"Cornus kousa",TRUE,FALSE
"188393","188393","0099951MOR","Cornus kousa var. chinensis 'Milky Way'","Dorrell, J","16870v21",22,7,2021,"Yes",0,0,61,NA,0,0,100,203,"Cornus kousa",TRUE,FALSE
"6534","6534","0045137MOR","Cornus kousa var. chinensis Osborn","Eickhorst, W","s.n.",26,6,1936,"Yes",0,0,43,NA,0,0,100,178,"Cornus kousa",FALSE,FALSE
"6535","6535","0045139MOR","Cornus kousa var. chinensis Osborn","Kammerer, E","s.n.",8,6,1950,"Yes",26,0,0,NA,100,0,0,159,"Cornus kousa",FALSE,FALSE
"6536","6536","0045138MOR","Cornus kousa var. chinensis Osborn","Kammerer, E","s.n.",8,6,1965,"Yes",18,90,17,NA,14.4,72,13.6,159,"Cornus kousa",FALSE,FALSE
"74869","74869","0045142MOR","Cornus kousa var. chinensis Osborn","Quist, J","2053V88",9,6,1988,"Yes",5,16,0,NA,23.80952381,76.19047619,0,161,"Cornus kousa",FALSE,FALSE
"136605","136605","0045141MOR","Cornus kousa var. chinensis Osborn","Maggerise, J","7965V97",25,6,1997,"Yes",0,27,54,NA,0,33.33333333,66.66666667,176,"Cornus kousa",FALSE,FALSE
"157567","157567","0049370MOR","Cornus kousa var. chinensis Osborn","Schroll, E","10198V05",7,7,2005,"Yes",0,0,173,NA,0,0,100,188,"Cornus kousa",FALSE,FALSE
"163415","163415","0052739MOR","Cornus kousa var. chinensis Osborn","Penny, W","10492V07",24,5,2007,"Yes",0,36,0,NA,0,100,0,144,"Cornus kousa",FALSE,FALSE
"167159","167159","0054469MOR","Cornus kousa var. chinensis Osborn","Kubic, C","11009v08",4,6,2008,"Yes",159,0,0,NA,100,0,0,156,"Cornus kousa",FALSE,FALSE
"169755","169755","0055321MOR","Cornus kousa var. chinensis Osborn","Means, E","12238v10",20,5,2010,"Yes",20,0,0,NA,100,0,0,140,"Cornus kousa",FALSE,FALSE
"171811","171811","0056707MOR","Cornus kousa var. chinensis Osborn","Potenberg, K","12575v10",21,9,2010,"Yes",0,0,52,NA,0,0,100,264,"Cornus kousa",FALSE,FALSE
"182778","182778","0090962MOR","Cornus kousa var. chinensis Osborn","Potenberg, K","14847v16",17,5,2016,"Yes",195,0,0,NA,100,0,0,138,"Cornus kousa",FALSE,FALSE
"70806","70806","0045147MOR","Cornus macrophylla Wall.","Podrasky, N","1179V87",15,6,1987,"Yes",6,214,0,NA,2.727272727,97.27272727,0,166,"Cornus macrophylla",FALSE,FALSE
"74002","74002","0045146MOR","Cornus macrophylla Wall.","Hess, WJ","1199V87",19,6,1987,"Yes",0,196,62,NA,0,75.96899225,24.03100775,170,"Cornus macrophylla",FALSE,FALSE
"97657","97657","0045150MOR","Cornus macrophylla Wall.","Packard, S","4647V91",12,6,1991,"Yes",36,52,0,NA,40.90909091,59.09090909,0,163,"Cornus macrophylla",FALSE,FALSE
"119797","119797","0045149MOR","Cornus macrophylla Wall.","Packard, S","6591V94",28,6,1994,"Yes",5,38,164,NA,2.415458937,18.35748792,79.22705314,179,"Cornus macrophylla",FALSE,FALSE
"127218","127218","0045148MOR","Cornus macrophylla Wall.","Hess, WJ","7068V95",5,6,1995,"Yes",388,0,0,NA,100,0,0,156,"Cornus macrophylla",FALSE,FALSE
"182852","182852","0090192MOR","Cornus macrophylla Wall.","Potenberg, K","14904v16",14,6,2016,"Yes",212,363,3,NA,36.67820069,62.80276817,0.5190311419,166,"Cornus macrophylla",FALSE,FALSE
"6558","6558","0042651MOR","Cornus mas 'Aurea'","Ciolac, C","s.n.",27,4,1970,"Yes",19,36,112,NA,11.37724551,21.55688623,67.06586826,117,"Cornus mas",TRUE,FALSE
"82612","82612","0042656MOR","Cornus mas 'Aurea'","Shimp, E","2244V89",13,4,1989,"Yes",198,17,0,NA,92.09302326,7.906976744,0,103,"Cornus mas",TRUE,FALSE
"82769","82769","0042655MOR","Cornus mas 'Aurea'","Shimp, E","2245V89",13,4,1989,"Yes",179,154,0,NA,53.75375375,46.24624625,0,103,"Cornus mas",TRUE,FALSE
"84884","84884","0045215MOR","Cornus mas 'Aurea'","Shimp, E","2296V89",24,4,1989,"Yes",0,40,182,NA,0,18.01801802,81.98198198,114,"Cornus mas",TRUE,FALSE
"138240","138240","0042658MOR","Cornus mas 'Aurea'","Allen, K","8258V97",20,8,1997,"Yes",0,0,2,NA,0,0,100,232,"Cornus mas",TRUE,FALSE
"180450","180450","0074728MOR","Cornus mas 'Aurea'","Means, E","14398v15",17,4,2015,"Yes",18,42,40,NA,18,42,40,107,"Cornus mas",TRUE,FALSE
"188403","188403","0099941MOR","Cornus mas 'Aurea'","Dorrell, J","16820v21",24,6,2021,"Yes",0,0,5,NA,0,0,100,175,"Cornus mas",TRUE,FALSE
"77680","77680","0042664MOR","Cornus mas 'Golden Glory'","Podrasky, N","1658V88",5,4,1988,"Yes",10,104,3,NA,8.547008547,88.88888889,2.564102564,96,"Cornus mas",TRUE,FALSE
"135075","135075","0042663MOR","Cornus mas 'Golden Glory'","Packard, S","7655V97",1,4,1997,"Yes",157,2,0,NA,98.74213836,1.257861635,0,91,"Cornus mas",TRUE,FALSE
"159956","159956","0051573MOR","Cornus mas 'Golden Glory'","Carle, M","10241V05",21,9,2005,"Yes",0,0,1,NA,0,0,100,264,"Cornus mas",TRUE,FALSE
"161400","161400","0052933MOR","Cornus mas 'Golden Glory'","Carle, M","10433V07",28,3,2007,"Yes",14,221,71,NA,4.575163399,72.22222222,23.20261438,87,"Cornus mas",TRUE,FALSE
"171889","171889","0056958MOR","Cornus mas 'Golden Glory'","DeVries, C","12812v11",13,4,2011,"Yes",2,173,71,NA,0.8130081301,70.32520325,28.86178862,103,"Cornus mas",TRUE,FALSE
"171892","171892","0056955MOR","Cornus mas 'Golden Glory'","Carle, M","12809v11",13,4,2011,"Yes",14,140,46,NA,7,70,23,103,"Cornus mas",TRUE,FALSE
"176824","176824","0063966MOR","Cornus mas 'Golden Glory'","Sherman, L","13686v13",16,4,2013,"Yes",36,47,0,NA,43.37349398,56.62650602,0,106,"Cornus mas",TRUE,FALSE
"176825","176825","0063967MOR","Cornus mas 'Golden Glory'","Bannon, L","13687v13",16,4,2013,"Yes",74,175,0,NA,29.7188755,70.2811245,0,106,"Cornus mas",TRUE,FALSE
"179441","179441","0068613MOR","Cornus mas 'Golden Glory'","Kubic, C","14230v14",16,7,2014,"Yes",0,0,1,NA,0,0,100,197,"Cornus mas",TRUE,FALSE
"179443","179443","0068614MOR","Cornus mas 'Golden Glory'","Courtney, C","14231v14",16,7,2014,"Yes",0,0,3,NA,0,0,100,197,"Cornus mas",TRUE,FALSE
"179483","179483","0076327MOR","Cornus mas 'Golden Glory'","Courtney, C","14229v14",16,7,2014,"Yes",0,0,2,NA,0,0,100,197,"Cornus mas",TRUE,FALSE
"182822","182822","0090175MOR","Cornus mas 'Golden Glory'","Carle, M","15062v16",17,8,2016,"Yes",0,0,1,NA,0,0,100,230,"Cornus mas",TRUE,FALSE
"182981","182981","0088338MOR","Cornus mas 'Golden Glory'","Carle, M","15061v16",17,8,2016,"Yes",0,0,1,NA,0,0,100,230,"Cornus mas",TRUE,FALSE
"182999","182999","0088320MOR","Cornus mas 'Golden Glory'","Carle, M","15063v16",17,8,2016,"Yes",0,0,1,NA,0,0,100,230,"Cornus mas",TRUE,FALSE
"186234","186234","0098043MOR","Cornus mas 'Golden Glory'","Reilly, S","15956v18",27,8,2018,"Yes",0,0,1,NA,0,0,100,239,"Cornus mas",TRUE,FALSE
"192085","192085","0103442MOR","Cornus mas 'Golden Glory'","Dorrell, J","18306v24",21,3,2024,"Yes",149,99,81,NA,45.2887538,30.09118541,24.62006079,81,"Cornus mas",TRUE,FALSE
"194679","194679","0109316MOR","Cornus mas 'Golden Glory'","Dorrell, J","18763v25",27,3,2025,"Yes",204,73,0,NA,73.64620939,26.35379061,0,86,"Cornus mas",TRUE,FALSE
"6562","6562","0042653MOR","Cornus mas f. flava (Weston) Rehder","Ciolac, C","s.n.",24,4,1970,"Yes",141,52,0,NA,73.05699482,26.94300518,0,114,"Cornus mas",FALSE,FALSE
"95817","95817","0042662MOR","Cornus mas f. flava (Weston) Rehder","Shimp, E","4007V90",28,8,1990,"Yes",0,0,5,NA,0,0,100,240,"Cornus mas",FALSE,FALSE
"127929","127929","0042654MOR","Cornus mas f. flava (Weston) Rehder","Altvatter, K","7240V95",14,8,1995,"Yes",0,0,1,NA,0,0,100,226,"Cornus mas",FALSE,FALSE
"137356","137356","0042659MOR","Cornus mas f. flava (Weston) Rehder","Maggerise, J","8075V97",9,7,1997,"Yes",0,0,11,NA,0,0,100,190,"Cornus mas",FALSE,FALSE
"137357","137357","0042660MOR","Cornus mas f. flava (Weston) Rehder","Sant, A","8076V97",9,7,1997,"Yes",0,0,4,NA,0,0,100,190,"Cornus mas",FALSE,FALSE
"137641","137641","0042661MOR","Cornus mas f. flava (Weston) Rehder","Maggerise, J","8074V97",9,7,1997,"Yes",0,0,2,NA,0,0,100,190,"Cornus mas",FALSE,FALSE
"159140","159140","0050199MOR","Cornus mas f. flava (Weston) Rehder","Schlismann, JE","10281V06",17,4,2006,"Yes",0,106,332,NA,0,24.20091324,75.79908676,107,"Cornus mas",FALSE,FALSE
"159240","159240","0050203MOR","Cornus mas f. flava (Weston) Rehder","Schlismann, JE","10279V06",17,4,2006,"Yes",0,8,536,NA,0,1.470588235,98.52941176,107,"Cornus mas",FALSE,FALSE
"159253","159253","0050200MOR","Cornus mas f. flava (Weston) Rehder","Schlismann, JE","10280V06",17,4,2006,"Yes",38,129,212,NA,10.02638522,34.03693931,55.93667546,107,"Cornus mas",FALSE,FALSE
"6543","6543","0045166MOR","Cornus mas L.","Read, RW","s.n.",12,10,1971,"Yes",0,0,2,NA,0,0,100,285,"Cornus mas",FALSE,FALSE
"6545","6545","0045165MOR","Cornus mas L.","Read, RW","805.0",11,8,1970,"Yes",0,0,4,NA,0,0,100,223,"Cornus mas",FALSE,FALSE
"6546","6546","0045202MOR","Cornus mas L.","Kammerer, E","s.n.",3,10,1946,"Yes",0,0,2,NA,0,0,100,276,"Cornus mas",FALSE,FALSE
"6547","6547","0045192MOR","Cornus mas L.","Hawkinson, L","s.n.",25,4,1941,"Yes",0,0,18,NA,0,0,100,115,"Cornus mas",FALSE,FALSE
"6549","6549","0042711MOR","Cornus mas L.","Kammerer, E","s.n.",19,4,1937,"Yes",162,235,9,NA,39.90147783,57.8817734,2.216748768,109,"Cornus mas",FALSE,FALSE
"6551","6551","0045175MOR","Cornus mas L.","Kammerer, E","s.n.",16,4,1936,"Yes",245,380,2,NA,39.07496013,60.60606061,0.3189792663,107,"Cornus mas",FALSE,FALSE
"51722","51722","0045211MOR","Cornus mas L.","Stoynoff, N","412V84",17,8,1984,"Yes",0,0,3,NA,0,0,100,230,"Cornus mas",FALSE,FALSE
"54834","54834","0045191MOR","Cornus mas L.","Podrasky, N","15V84",27,4,1984,"Yes",19,241,147,NA,4.668304668,59.21375921,36.11793612,118,"Cornus mas",FALSE,FALSE
"67687","67687","0045164MOR","Cornus mas L.","Hess, WJ","741V87",8,4,1987,"Yes",107,265,13,NA,27.79220779,68.83116883,3.376623377,98,"Cornus mas",FALSE,FALSE
"67688","67688","0045162MOR","Cornus mas L.","Hess, WJ","740V87",8,4,1987,"Yes",155,286,0,NA,35.14739229,64.85260771,0,98,"Cornus mas",FALSE,FALSE
"67845","67845","0045207MOR","Cornus mas L.","Stoynoff, N","298V84",25,6,1984,"Yes",0,0,11,NA,0,0,100,177,"Cornus mas",FALSE,FALSE
"74874","74874","0045193MOR","Cornus mas L.","Podrasky, N","1688V88",14,4,1988,"Yes",49,80,295,NA,11.55660377,18.86792453,69.5754717,105,"Cornus mas",FALSE,FALSE
"74875","74875","0045196MOR","Cornus mas L.","Podrasky, N","1689V88",14,4,1988,"Yes",34,198,244,NA,7.142857143,41.59663866,51.2605042,105,"Cornus mas",FALSE,FALSE
"74876","74876","0045194MOR","Cornus mas L.","Podrasky, N","1690V88",14,4,1988,"Yes",9,34,228,NA,3.32103321,12.54612546,84.13284133,105,"Cornus mas",FALSE,FALSE
"74877","74877","0042710MOR","Cornus mas L.","Podrasky, N","1691V88",14,4,1988,"Yes",0,2,496,NA,0,0.4016064257,99.59839357,105,"Cornus mas",FALSE,FALSE
"74884","74884","0045195MOR","Cornus mas L.","Podrasky, N","1685V88",14,4,1988,"Yes",48,133,57,NA,20.16806723,55.88235294,23.94957983,105,"Cornus mas",FALSE,FALSE
"76952","76952","0045185MOR","Cornus mas L.","Hess, WJ","1640V88",4,4,1988,"Yes",211,100,0,NA,67.84565916,32.15434084,0,95,"Cornus mas",FALSE,FALSE
"77239","77239","0045187MOR","Cornus mas L.","Hess, WJ","1683V88",12,4,1988,"Yes",21,75,49,NA,14.48275862,51.72413793,33.79310345,103,"Cornus mas",FALSE,FALSE
"77240","77240","0045186MOR","Cornus mas L.","Hess, WJ","1682V88",12,4,1988,"Yes",14,104,206,NA,4.320987654,32.09876543,63.58024691,103,"Cornus mas",FALSE,FALSE
"77241","77241","0045188MOR","Cornus mas L.","Hess, WJ","1681V88",12,4,1988,"Yes",1,6,173,NA,0.5555555556,3.333333333,96.11111111,103,"Cornus mas",FALSE,FALSE
"77629","77629","0042483MOR","Cornus mas L.","Podrasky, N","1660V88",5,4,1988,"Yes",18,113,0,NA,13.74045802,86.25954198,0,96,"Cornus mas",FALSE,FALSE
"77631","77631","0042478MOR","Cornus mas L.","Podrasky, N","1663V88",5,4,1988,"Yes",302,233,0,NA,56.44859813,43.55140187,0,96,"Cornus mas",FALSE,FALSE
"77658","77658","0045177MOR","Cornus mas L.","Hess, WJ","1642V88",4,4,1988,"Yes",515,229,0,NA,69.22043011,30.77956989,0,95,"Cornus mas",FALSE,FALSE
"77659","77659","0045179MOR","Cornus mas L.","Hess, WJ","1641V88",4,4,1988,"Yes",500,335,0,NA,59.88023952,40.11976048,0,95,"Cornus mas",FALSE,FALSE
"77683","77683","0045212MOR","Cornus mas L.","Podrasky, N","1652V88",5,4,1988,"Yes",49,205,0,NA,19.29133858,80.70866142,0,96,"Cornus mas",FALSE,FALSE
"77685","77685","0045176MOR","Cornus mas L.","Podrasky, N","1656V87",5,4,1988,"Yes",72,468,4,NA,13.23529412,86.02941176,0.7352941176,96,"Cornus mas",FALSE,FALSE
"77686","77686","0045181MOR","Cornus mas L.","Hess, WJ","1650V88",4,4,1988,"Yes",263,241,0,NA,52.18253968,47.81746032,0,95,"Cornus mas",FALSE,FALSE
"77708","77708","0045213MOR","Cornus mas L.","Podrasky, N","1653V88",5,4,1988,"Yes",142,273,0,NA,34.21686747,65.78313253,0,96,"Cornus mas",FALSE,FALSE
"77709","77709","0042476MOR","Cornus mas L.","Podrasky, N","1661V88",5,4,1988,"Yes",250,185,0,NA,57.47126437,42.52873563,0,96,"Cornus mas",FALSE,FALSE
"77710","77710","0042484MOR","Cornus mas L.","Podrasky, N","1655V88",5,4,1988,"Yes",135,276,0,NA,32.84671533,67.15328467,0,96,"Cornus mas",FALSE,FALSE
"77712","77712","0042482MOR","Cornus mas L.","Podrasky, N","1564V87",19,8,1987,"Yes",0,0,1,NA,0,0,100,231,"Cornus mas",FALSE,FALSE
"77720","77720","0045180MOR","Cornus mas L.","Hess, WJ","1646V88",4,4,1988,"Yes",332,5,0,NA,98.51632047,1.483679525,0,95,"Cornus mas",FALSE,FALSE
"77722","77722","0045178MOR","Cornus mas L.","Hess, WJ","1643V88",4,4,1988,"Yes",349,91,0,NA,79.31818182,20.68181818,0,95,"Cornus mas",FALSE,FALSE
"77723","77723","0045182MOR","Cornus mas L.","Hess, WJ","1639V87",4,4,1988,"Yes",425,32,0,NA,92.99781182,7.002188184,0,95,"Cornus mas",FALSE,FALSE
"77724","77724","0045183MOR","Cornus mas L.","Hess, WJ","1647V88",4,4,1988,"Yes",154,154,0,NA,50,50,0,95,"Cornus mas",FALSE,FALSE
"82735","82735","0045167MOR","Cornus mas L.","Shimp, E","2243V89",13,4,1989,"Yes",130,70,0,NA,65,35,0,103,"Cornus mas",FALSE,FALSE
"82799","82799","0045206MOR","Cornus mas L.","Shimp, E","2235V89",11,4,1989,"Yes",242,9,0,NA,96.41434263,3.585657371,0,101,"Cornus mas",FALSE,FALSE
"83655","83655","0045197MOR","Cornus mas L.","Shimp, E","2233V89",11,4,1989,"Yes",150,188,0,NA,44.37869822,55.62130178,0,101,"Cornus mas",FALSE,FALSE
"83670","83670","0045198MOR","Cornus mas L.","Hess, WJ","2264V89",14,4,1989,"Yes",142,396,0,NA,26.39405204,73.60594796,0,104,"Cornus mas",FALSE,FALSE
"83673","83673","0045199MOR","Cornus mas L.","Hess, WJ","2263V89",14,4,1989,"Yes",45,192,0,NA,18.98734177,81.01265823,0,104,"Cornus mas",FALSE,FALSE
"83674","83674","0045168MOR","Cornus mas L.","Hess, WJ","2262V89",14,4,1989,"Yes",144,220,0,NA,39.56043956,60.43956044,0,104,"Cornus mas",FALSE,FALSE
"83675","83675","0042700MOR","Cornus mas L.","Hess, WJ","2265V89",14,4,1989,"Yes",13,260,25,NA,4.362416107,87.24832215,8.389261745,104,"Cornus mas",FALSE,FALSE
"83676","83676","0045200MOR","Cornus mas L.","Hess, WJ","2261V89",14,4,1989,"Yes",394,28,0,NA,93.36492891,6.63507109,0,104,"Cornus mas",FALSE,FALSE
"83681","83681","0045201MOR","Cornus mas L.","Hess, WJ","2266V89",14,4,1989,"Yes",114,160,0,NA,41.60583942,58.39416058,0,104,"Cornus mas",FALSE,FALSE
"83792","83792","0045205MOR","Cornus mas L.","Hess, WJ","2257V89",14,4,1989,"Yes",47,58,0,NA,44.76190476,55.23809524,0,104,"Cornus mas",FALSE,FALSE
"83794","83794","0045169MOR","Cornus mas L.","Hess, WJ","2255V89",14,4,1989,"Yes",76,86,0,NA,46.91358025,53.08641975,0,104,"Cornus mas",FALSE,FALSE
"84068","84068","0045208MOR","Cornus mas L.","Hess, WJ","2256V89",14,4,1989,"Yes",56,92,0,NA,37.83783784,62.16216216,0,104,"Cornus mas",FALSE,FALSE
"84852","84852","0045214MOR","Cornus mas L.","Shimp, E","2311V89",25,4,1989,"Yes",6,15,105,NA,4.761904762,11.9047619,83.33333333,115,"Cornus mas",FALSE,FALSE
"84865","84865","0045216MOR","Cornus mas L.","Shimp, E","2300V89",24,4,1989,"Yes",0,61,71,NA,0,46.21212121,53.78787879,114,"Cornus mas",FALSE,FALSE
"84866","84866","0045225MOR","Cornus mas L.","Shimp, E","2297V89",24,4,1989,"Yes",2,9,42,NA,3.773584906,16.98113208,79.24528302,114,"Cornus mas",FALSE,FALSE
"84875","84875","0042698MOR","Cornus mas L.","Shimp, E","2303V89",24,4,1989,"Yes",3,37,142,NA,1.648351648,20.32967033,78.02197802,114,"Cornus mas",FALSE,FALSE
"84876","84876","0042699MOR","Cornus mas L.","Shimp, E","2302V89",24,4,1989,"Yes",21,38,103,NA,12.96296296,23.45679012,63.58024691,114,"Cornus mas",FALSE,FALSE
"84881","84881","0045224MOR","Cornus mas L.","Shimp, E","2301V89",24,4,1989,"Yes",3,43,40,NA,3.488372093,50,46.51162791,114,"Cornus mas",FALSE,FALSE
"84882","84882","0045223MOR","Cornus mas L.","Shimp, E","2299V89",24,4,1989,"Yes",5,120,85,NA,2.380952381,57.14285714,40.47619048,114,"Cornus mas",FALSE,FALSE
"84883","84883","0042481MOR","Cornus mas L.","Shimp, E","2298V89",24,4,1989,"Yes",1,205,0,NA,0.4854368932,99.51456311,0,114,"Cornus mas",FALSE,FALSE
"84890","84890","0045222MOR","Cornus mas L.","Shimp, E","2295V89",24,4,1989,"Yes",6,162,239,NA,1.474201474,39.8034398,58.72235872,114,"Cornus mas",FALSE,FALSE
"84892","84892","0042477MOR","Cornus mas L.","Shimp, E","2284V89",19,4,1989,"Yes",20,160,39,NA,9.132420091,73.05936073,17.80821918,109,"Cornus mas",FALSE,FALSE
"84893","84893","0045184MOR","Cornus mas L.","Shimp, E","2283V89",19,4,1989,"Yes",33,160,9,NA,16.33663366,79.20792079,4.455445545,109,"Cornus mas",FALSE,FALSE
"84894","84894","0042716MOR","Cornus mas L.","Shimp, E","2282V89",19,4,1989,"Yes",4,320,36,NA,1.111111111,88.88888889,10,109,"Cornus mas",FALSE,FALSE
"84895","84895","0042714MOR","Cornus mas L.","Shimp, E","2281V89",19,4,1989,"Yes",22,196,0,NA,10.09174312,89.90825688,0,109,"Cornus mas",FALSE,FALSE
"84900","84900","0045221MOR","Cornus mas L.","Shimp, E","2294V89",24,4,1989,"Yes",1,57,377,NA,0.2298850575,13.10344828,86.66666667,114,"Cornus mas",FALSE,FALSE
"84901","84901","0045217MOR","Cornus mas L.","Shimp, E","2293V89",24,4,1989,"Yes",0,25,182,NA,0,12.07729469,87.92270531,114,"Cornus mas",FALSE,FALSE
"84902","84902","0045220MOR","Cornus mas L.","Shimp, E","2292V89",24,4,1989,"Yes",7,132,231,NA,1.891891892,35.67567568,62.43243243,114,"Cornus mas",FALSE,FALSE
"84903","84903","0045219MOR","Cornus mas L.","Shimp, E","2291V89",24,4,1989,"Yes",1,67,265,NA,0.3003003003,20.12012012,79.57957958,114,"Cornus mas",FALSE,FALSE
"84904","84904","0045218MOR","Cornus mas L.","Shimp, E","2290V89",24,4,1989,"Yes",0,60,211,NA,0,22.1402214,77.8597786,114,"Cornus mas",FALSE,FALSE
"93846","93846","0042701MOR","Cornus mas L.","Shimp, E","3793V90",1,8,1990,"Yes",0,0,9,NA,0,0,100,213,"Cornus mas",FALSE,FALSE
